ID,Status,Time,Score,Iterations,Graph6
886,SUCCESS,7.393056154251099,1.0,1063,~?@cSmi????G@c??I?OGO??????@@???????O????C???O?????O?????O??A??@?@????A???C??????O??????????O@????????????CA??????????????O??_????O??????_???????@A??????A?????@??C??G???????_@???????G???????G??O??i??????C?????O???????????B??????????@???????????????C????????????????@????????????A?????G????????????A?????????@A???O???????????@????????????_????_????????????????@???AC??????????????_??????C???O???????????@@??????C????_?????C???????????????????A??_??A?????????A????????????A????O???????????????G???????@??????_?????????????O?????????????????@???????????????@???????????CO??????????????A?????????????A???????????????C????????????@???????????O??????????????????_??????????C???G??????????C?????????????????_????C??????????????????????C??????????????C?????????????_????????????????????@??????????????C????????????????A????????G????????G
980,SUCCESS,0.02263331413269043,0.5,53,@
981,FAILURE,120.0,0.0,325876,
1177,SUCCESS,0.027681827545166016,0.26666666666666666,91,@
1178,FAILURE,120.0,0.0,319493,
1191,SUCCESS,0.0005879402160644531,0.8458773448773449,1,HjbgOO_
1466,SUCCESS,0.0005316734313964844,7.343857142857143,1,GLi~tk
1566,FAILURE,120.0,-1.0,2244,
1587,FAILURE,120.0,-0.3333333333333333,2292,
1588,FAILURE,120.0,-2.0,2260,
1600,FAILURE,120.0,-0.3333333333333333,2195,
1601,FAILURE,120.0,-2.0,2252,
1708,FAILURE,120.0,-1.0,2238,
1880,SUCCESS,0.00048542022705078125,3.0,1,GfjCzK
1891,FAILURE,120.0,-0.5,2238,
2041,SUCCESS,0.0005695819854736328,0.75,1,Gi}ca?
2051,SUCCESS,0.0005054473876953125,0.75,1,HN}Jz_O
2117,SUCCESS,0.0005037784576416016,7.343857142857143,1,HE]Q^u?
2120,FAILURE,120.0,-0.5,1995,
2121,FAILURE,120.0,-2.0,2063,
4247,SUCCESS,0.5129714012145996,3.0,940,A_
4668,SUCCESS,0.0005350112915039062,7.343857142857143,1,GpOGQ?
4712,SUCCESS,0.11236381530761719,0.75,336,A_
5952,FAILURE,120.0,-2.0,328789,
5994,FAILURE,120.0,-3.513285714285722,3139,
5996,SUCCESS,0.06159806251525879,5.172428571428571,151,@
5998,SUCCESS,0.022691726684570312,2.7724285714285712,69,@
6000,FAILURE,120.0,-3.513285714285722,3887,
6179,SUCCESS,0.007950067520141602,0.08333333333333348,11,EW[_
6180,SUCCESS,0.003851652145385742,0.22222222222222188,6,H}obi@_
6181,SUCCESS,0.012244224548339844,0.2916666666666661,12,HY{SC?G
6182,SUCCESS,0.011369943618774414,0.26380663780663793,13,JIPQtLCA?_?
6267,SUCCESS,0.0021185874938964844,0.7714285714285714,4,InbdA?@_?
6268,SUCCESS,0.009602546691894531,0.25,16,IMHVkCO_?
6269,SUCCESS,0.0037097930908203125,0.43243243243243246,5,GsOc`?
6272,SUCCESS,0.02370619773864746,0.4,71,@
6278,FAILURE,120.0,-1.2179648362024498,296404,
6352,SUCCESS,0.06157279014587402,0.2222222222222222,146,@
6574,FAILURE,120.0,-1.0,2450,
6582,FAILURE,120.0,-1.0,1906,
6903,FAILURE,120.0,-1.0,2073,
688,SUCCESS,0.004556417465209961,0.34313725490196073,8,GVPyfO
713,SUCCESS,0.0025331974029541016,0.5185499436066721,4,GUrRCk
737,SUCCESS,0.001013040542602539,0.5400366324121477,2,Gr\nS{
1021,FAILURE,120.0,-9.5,99216,
1337,FAILURE,120.0,-0.5555555555555554,111921,
1591,SUCCESS,0.0004153251647949219,0.5357142857142857,1,F_||G
1729,SUCCESS,0.00043320655822753906,0.4,1,Fi@Y?
1793,SUCCESS,0.0004076957702636719,0.31915329226585354,1,FFFdo
1892,FAILURE,120.0,-2.0,2834,
1917,SUCCESS,0.0004241466522216797,0.43846153846153846,1,F]Tyo
1919,SUCCESS,0.0004723072052001953,0.3094405594405594,1,Fai?w
